disruption_type,industry,supplier_tier,supplier_region,supplier_size,has_backup_supplier,disruption_severity,production_impact_pct,revenue_loss_usd,response_type,response_time_days,partial_recovery_days,full_recovery_days,permanent_supplier_change,severity_impact
Port Congestion,Automotive,1,Asia-Pacific,Large,1,3,55.3,8503405.75,Alternative Supplier,3,27,121,0,165.89999999999998
Labor Strike,Electronics,4,South America,Medium,0,4,39.7,1812021.31,Combined Strategy,5,77,170,1,158.8
Labor Strike,Electronics,3,Europe,Small,1,3,24.5,467448.58,Alternative Supplier,1,24,103,0,73.5
Labor Strike,Automotive,2,Africa/Middle East,Medium,1,1,22.1,323554.6,Alternative Supplier,1,8,23,0,22.1
Geopolitical,Consumer Goods,2,North America,Medium,0,3,38.2,380343.54,Alternative Supplier,10,52,180,1,114.60000000000001
Port Congestion,Automotive,2,Asia-Pacific,Large,1,1,17.6,841517.09,Alternative Supplier,3,3,11,0,17.6
Geopolitical,Aerospace,2,Asia-Pacific,Medium,1,1,4.9,101912.2,Alternative Supplier,1,7,25,0,4.9
Natural Disaster,Aerospace,2,Africa/Middle East,Medium,1,2,35.8,2544769.72,Alternative Supplier,5,13,22,0,71.6
Port Congestion,Consumer Goods,3,Europe,Large,0,2,32.3,1285704.83,Production Reroute,1,9,104,0,64.6
Geopolitical,Aerospace,3,Europe,Small,1,5,42.0,787031.54,Production Reroute,1,132,171,0,210.0
Cyber Attack,Consumer Goods,1,Asia-Pacific,Small,0,4,63.3,572554.38,Production Reroute,1,12,80,0,253.2
Cyber Attack,Pharmaceuticals,1,Europe,Medium,1,5,65.2,1156552.77,Alternative Supplier,2,62,99,1,326.0
Cyber Attack,Consumer Goods,1,Asia-Pacific,Medium,1,2,53.4,277103.78,Alternative Supplier,6,8,51,0,106.8
Factory Incident,Automotive,2,North America,Medium,0,1,5.9,641354.49,Alternative Supplier,5,5,25,0,5.9
Natural Disaster,Pharmaceuticals,2,South America,Medium,1,4,52.8,5400203.71,Combined Strategy,1,8,37,1,211.2
Cyber Attack,Automotive,2,Africa/Middle East,Small,1,3,48.0,346381.8,Alternative Supplier,3,8,31,1,144.0
Factory Incident,Consumer Goods,1,Asia-Pacific,Medium,1,4,64.1,489455.98,Combined Strategy,2,28,45,0,256.4
Cyber Attack,Consumer Goods,2,Asia-Pacific,Small,1,3,23.3,41362.38,Alternative Supplier,4,26,58,1,69.9
Cyber Attack,Automotive,3,Asia-Pacific,Small,1,4,28.9,3417036.13,Alternative Supplier,9,14,40,0,115.6
Cyber Attack,Pharmaceuticals,1,Asia-Pacific,Small,1,4,34.9,1177470.0,Alternative Supplier,1,14,71,0,139.6
Geopolitical,Pharmaceuticals,2,North America,Large,0,2,30.3,16897836.29,Inventory Buffer,10,7,28,0,60.6
Factory Incident,Electronics,3,Europe,Small,0,1,4.7,86174.95,Inventory Buffer,3,14,21,0,4.7
Cyber Attack,Automotive,1,Asia-Pacific,Large,0,4,54.3,5726871.78,Production Reroute,2,90,100,0,217.2
Geopolitical,Automotive,4,Europe,Medium,1,2,15.6,920968.89,Alternative Supplier,8,14,47,0,31.2
Geopolitical,Pharmaceuticals,1,Asia-Pacific,Medium,0,2,21.8,1834195.47,Production Reroute,2,47,92,0,43.6
Labor Strike,Electronics,1,South America,Small,1,3,43.0,356856.71,Alternative Supplier,1,50,78,1,129.0
Cyber Attack,Automotive,1,Asia-Pacific,Small,1,2,30.0,173082.88,Alternative Supplier,1,4,34,0,60.0
Port Congestion,Electronics,3,Asia-Pacific,Large,0,1,25.3,548252.11,Customer Delay,15,10,24,0,25.3
Labor Strike,Consumer Goods,1,South America,Large,1,2,18.7,2046241.11,Alternative Supplier,5,4,18,1,37.4
Natural Disaster,Consumer Goods,2,North America,Large,1,3,47.8,8698103.47,Alternative Supplier,7,27,82,0,143.39999999999998
Port Congestion,Pharmaceuticals,3,Europe,Medium,1,1,21.9,3602951.86,Inventory Buffer,1,13,20,0,21.9
Cyber Attack,Pharmaceuticals,2,North America,Medium,1,5,78.5,3883447.82,Combined Strategy,2,12,64,1,392.5
Natural Disaster,Consumer Goods,2,Asia-Pacific,Small,1,2,22.3,78804.75,Alternative Supplier,2,28,59,0,44.6
Labor Strike,Automotive,2,North America,Medium,1,3,42.8,3590201.73,Alternative Supplier,4,9,76,0,128.39999999999998
Cyber Attack,Automotive,1,Asia-Pacific,Medium,1,4,55.8,1904488.77,Alternative Supplier,2,5,109,0,223.2
Port Congestion,Electronics,2,South America,Medium,0,2,23.8,231773.22,Customer Delay,2,12,41,0,47.6
Port Congestion,Electronics,4,Asia-Pacific,Small,0,1,4.7,38801.59,Inventory Buffer,1,5,10,1,4.7
Port Congestion,Automotive,3,South America,Medium,1,1,12.4,921954.06,Alternative Supplier,3,13,26,0,12.4
Factory Incident,Pharmaceuticals,1,North America,Large,1,1,25.4,2298268.0,Alternative Supplier,10,3,22,1,25.4
Geopolitical,Consumer Goods,2,Asia-Pacific,Large,1,2,4.2,93675.28,Alternative Supplier,4,22,104,0,8.4
Port Congestion,Electronics,1,Asia-Pacific,Medium,1,4,47.7,687935.35,Alternative Supplier,7,20,43,1,190.8
Port Congestion,Electronics,2,Asia-Pacific,Medium,1,3,46.4,702561.51,Alternative Supplier,2,32,47,0,139.2
Cyber Attack,Electronics,2,Europe,Large,1,3,19.8,6813121.6,Alternative Supplier,8,17,51,0,59.400000000000006
Cyber Attack,Electronics,3,Asia-Pacific,Medium,0,3,32.9,545966.34,Alternative Supplier,9,23,71,0,98.69999999999999
Labor Strike,Electronics,2,North America,Small,1,2,34.5,304921.04,Alternative Supplier,2,5,27,1,69.0
Labor Strike,Electronics,2,Africa/Middle East,Large,0,2,25.4,1648523.23,Production Reroute,1,54,79,0,50.8
Port Congestion,Electronics,2,South America,Medium,1,3,39.5,10156787.87,Alternative Supplier,5,11,59,0,118.5
Port Congestion,Electronics,1,Europe,Medium,0,1,25.6,551743.47,Production Reroute,3,9,26,0,25.6
Port Congestion,Pharmaceuticals,3,Asia-Pacific,Medium,0,2,17.9,2758448.4,Customer Delay,12,45,95,1,35.8
Port Congestion,Electronics,1,Asia-Pacific,Small,1,3,42.3,120335.47,Alternative Supplier,10,14,56,0,126.89999999999999
Cyber Attack,Electronics,3,Europe,Medium,1,4,42.4,493812.78,Combined Strategy,1,91,100,0,169.6
Factory Incident,Electronics,1,Asia-Pacific,Large,1,1,8.6,3323223.06,Production Reroute,5,9,14,0,8.6
Factory Incident,Automotive,3,Asia-Pacific,Small,0,2,16.2,60086.4,Customer Delay,1,76,83,0,32.4
Natural Disaster,Pharmaceuticals,4,Asia-Pacific,Small,0,3,27.6,418228.92,Inventory Buffer,1,59,139,0,82.80000000000001
Labor Strike,Electronics,2,Europe,Small,1,1,3.6,14507.06,Alternative Supplier,4,13,18,0,3.6
Natural Disaster,Automotive,3,North America,Large,0,3,19.8,4344164.68,Inventory Buffer,1,76,244,0,59.400000000000006
Labor Strike,Pharmaceuticals,3,Asia-Pacific,Medium,0,1,12.5,5552085.23,Combined Strategy,20,29,50,1,12.5
Labor Strike,Automotive,1,Europe,Small,0,1,13.6,142869.78,Combined Strategy,5,8,22,0,13.6
Geopolitical,Electronics,2,Africa/Middle East,Medium,0,2,23.3,565845.76,Combined Strategy,1,3,86,0,46.6
Labor Strike,Pharmaceuticals,1,North America,Small,0,3,37.9,144350.24,Production Reroute,15,27,119,1,113.69999999999999
Natural Disaster,Aerospace,2,Africa/Middle East,Medium,0,3,46.6,2161962.84,Alternative Supplier,13,8,208,0,139.8
Natural Disaster,Electronics,1,Asia-Pacific,Medium,0,4,54.6,942690.41,Production Reroute,5,127,151,1,218.4
Port Congestion,Electronics,2,Asia-Pacific,Medium,0,2,28.7,184676.0,Inventory Buffer,7,18,108,0,57.4
Factory Incident,Electronics,4,South America,Large,0,1,5.4,236883.23,Customer Delay,1,75,95,0,5.4
Natural Disaster,Automotive,1,Asia-Pacific,Medium,1,2,21.8,258163.19,Alternative Supplier,2,6,29,0,43.6
Labor Strike,Electronics,1,South America,Large,0,2,40.3,2731267.61,Alternative Supplier,6,11,61,1,80.6
Port Congestion,Consumer Goods,3,Asia-Pacific,Medium,0,2,22.9,1485324.32,Production Reroute,4,7,52,0,45.8
Geopolitical,Automotive,1,North America,Medium,1,3,51.6,548487.92,Customer Delay,1,11,110,0,154.8
Port Congestion,Electronics,2,South America,Medium,0,4,45.9,2781667.82,Production Reroute,2,50,66,1,183.6
Natural Disaster,Pharmaceuticals,1,South America,Small,1,3,52.7,409687.03,Alternative Supplier,15,22,135,1,158.10000000000002
Natural Disaster,Electronics,1,Africa/Middle East,Medium,0,3,44.9,525700.0,Combined Strategy,28,18,84,1,134.7
Labor Strike,Consumer Goods,1,North America,Large,1,2,40.4,1605989.77,Alternative Supplier,1,25,31,0,80.8
Labor Strike,Pharmaceuticals,2,Europe,Small,0,3,34.9,359773.73,Inventory Buffer,10,15,25,0,104.69999999999999
Port Congestion,Electronics,4,Asia-Pacific,Medium,0,3,32.2,2336572.99,Production Reroute,5,39,141,0,96.60000000000001
Port Congestion,Pharmaceuticals,2,Asia-Pacific,Large,1,3,36.4,33730348.85,Alternative Supplier,1,18,58,0,109.19999999999999
Cyber Attack,Consumer Goods,2,South America,Small,1,2,20.3,144697.43,Alternative Supplier,3,4,9,0,40.6
Labor Strike,Pharmaceuticals,2,Asia-Pacific,Medium,1,3,38.7,1437807.68,Alternative Supplier,3,15,48,0,116.10000000000001
Geopolitical,Pharmaceuticals,4,North America,Small,0,1,9.9,1450838.04,Alternative Supplier,2,5,13,0,9.9
Port Congestion,Pharmaceuticals,1,North America,Medium,0,2,40.1,3758365.98,Customer Delay,8,31,98,0,80.2
Geopolitical,Pharmaceuticals,1,Asia-Pacific,Small,1,4,56.2,349896.3,Production Reroute,1,24,44,1,224.8
Factory Incident,Electronics,1,North America,Medium,1,3,34.4,1256074.33,Production Reroute,1,13,31,0,103.19999999999999
Natural Disaster,Consumer Goods,1,Asia-Pacific,Small,1,4,55.2,1067981.91,Alternative Supplier,1,38,67,0,220.8
Natural Disaster,Aerospace,1,Asia-Pacific,Medium,0,2,48.1,1957314.03,Alternative Supplier,2,10,124,0,96.2
Cyber Attack,Pharmaceuticals,1,Asia-Pacific,Large,1,3,49.1,6736250.13,Alternative Supplier,2,13,30,0,147.3
Port Congestion,Consumer Goods,1,Europe,Small,1,2,29.7,231500.39,Alternative Supplier,2,8,28,0,59.4
Port Congestion,Consumer Goods,1,Europe,Large,0,1,25.0,1370655.35,Customer Delay,1,6,53,1,25.0
Factory Incident,Electronics,1,Asia-Pacific,Medium,0,3,68.9,2231778.45,Combined Strategy,2,21,45,0,206.70000000000002
Geopolitical,Electronics,1,Europe,Large,0,3,32.8,6138406.66,Combined Strategy,20,62,120,0,98.39999999999999
Geopolitical,Pharmaceuticals,1,Asia-Pacific,Large,0,3,37.7,12645428.53,Production Reroute,11,50,139,1,113.10000000000001
Geopolitical,Aerospace,4,Europe,Medium,1,3,20.8,836633.47,Alternative Supplier,1,137,156,0,62.400000000000006
Labor Strike,Pharmaceuticals,4,Asia-Pacific,Small,0,2,15.6,185443.21,Inventory Buffer,3,13,79,0,31.2
Port Congestion,Electronics,3,Asia-Pacific,Large,1,3,42.1,8354193.55,Alternative Supplier,4,66,218,0,126.30000000000001
Port Congestion,Automotive,1,Asia-Pacific,Small,0,3,49.2,135678.93,Production Reroute,8,21,145,0,147.60000000000002
Geopolitical,Pharmaceuticals,2,Africa/Middle East,Small,0,4,42.6,133287.32,Production Reroute,4,59,149,1,170.4
Cyber Attack,Pharmaceuticals,3,Europe,Small,0,3,30.5,1029890.9,Customer Delay,46,20,98,0,91.5
Port Congestion,Aerospace,1,Europe,Large,1,1,9.2,1206484.98,Customer Delay,2,23,38,0,9.2
Labor Strike,Electronics,2,Asia-Pacific,Medium,1,2,20.6,2922517.66,Alternative Supplier,1,9,16,0,41.2
Port Congestion,Consumer Goods,1,North America,Large,1,1,17.1,911690.82,Inventory Buffer,3,6,11,0,17.1
Factory Incident,Electronics,2,Europe,Large,1,2,29.9,8132810.69,Alternative Supplier,1,15,111,0,59.8
Geopolitical,Automotive,2,North America,Small,1,1,21.4,249901.73,Alternative Supplier,1,5,15,0,21.4
Factory Incident,Automotive,2,Africa/Middle East,Large,1,2,41.4,1588053.92,Alternative Supplier,4,14,50,0,82.8
Port Congestion,Consumer Goods,4,Europe,Medium,0,4,38.4,1413967.69,Inventory Buffer,12,89,138,0,153.6
Natural Disaster,Electronics,2,Asia-Pacific,Medium,1,3,53.0,4711947.74,Production Reroute,1,15,215,0,159.0
Natural Disaster,Electronics,3,North America,Medium,1,2,22.9,715405.04,Alternative Supplier,3,23,90,0,45.8
Natural Disaster,Electronics,2,Africa/Middle East,Medium,0,2,18.4,439488.86,Production Reroute,9,10,57,1,36.8
Natural Disaster,Consumer Goods,2,Asia-Pacific,Medium,0,5,46.3,637090.14,Production Reroute,3,22,248,1,231.5
Cyber Attack,Electronics,1,South America,Large,0,3,45.9,8334859.23,Inventory Buffer,3,18,179,0,137.7
Port Congestion,Automotive,1,North America,Medium,0,1,26.5,942187.75,Production Reroute,2,4,9,0,26.5
Labor Strike,Automotive,3,Europe,Small,0,2,30.1,378352.64,Production Reroute,4,40,111,0,60.2
Natural Disaster,Pharmaceuticals,1,Asia-Pacific,Small,0,2,29.6,1680143.42,Customer Delay,3,27,110,0,59.2
Labor Strike,Aerospace,1,Europe,Large,1,3,56.6,28900744.06,Alternative Supplier,10,6,23,0,169.8
Labor Strike,Pharmaceuticals,4,Europe,Small,1,4,17.4,257200.05,Alternative Supplier,3,43,100,1,69.6
Geopolitical,Aerospace,4,South America,Medium,1,2,4.1,428646.23,Inventory Buffer,1,7,27,0,8.2
Factory Incident,Consumer Goods,2,North America,Small,1,2,26.0,62357.47,Alternative Supplier,4,4,9,0,52.0
Factory Incident,Automotive,1,South America,Small,0,2,14.5,443550.52,Alternative Supplier,8,16,29,0,29.0
Port Congestion,Consumer Goods,3,Asia-Pacific,Small,1,2,12.4,108490.63,Alternative Supplier,1,10,35,0,24.8
Port Congestion,Automotive,2,North America,Medium,1,3,38.0,774543.94,Alternative Supplier,7,35,69,0,114.0
Natural Disaster,Electronics,3,Asia-Pacific,Large,1,3,34.7,6377249.15,Alternative Supplier,8,30,95,0,104.10000000000001
Factory Incident,Electronics,2,Europe,Small,1,2,38.6,258529.52,Alternative Supplier,1,55,76,1,77.2
Port Congestion,Consumer Goods,3,Europe,Large,1,1,8.6,461004.52,Alternative Supplier,3,3,21,0,8.6
Labor Strike,Consumer Goods,3,Asia-Pacific,Large,1,2,10.4,505662.59,Combined Strategy,1,7,26,0,20.8
Cyber Attack,Automotive,2,Asia-Pacific,Small,0,3,50.1,492593.1,Customer Delay,4,71,140,0,150.3
Port Congestion,Consumer Goods,4,Africa/Middle East,Medium,0,2,14.6,3055165.71,Production Reroute,13,12,25,0,29.2
Geopolitical,Automotive,1,Africa/Middle East,Medium,1,3,45.5,1337715.01,Alternative Supplier,1,25,47,0,136.5
Natural Disaster,Aerospace,4,Africa/Middle East,Medium,1,3,39.4,1990826.11,Alternative Supplier,1,4,30,0,118.19999999999999
Port Congestion,Aerospace,1,Asia-Pacific,Small,1,4,69.6,14006022.06,Alternative Supplier,1,16,111,1,278.4
Natural Disaster,Pharmaceuticals,3,Africa/Middle East,Large,1,2,19.9,4780576.01,Alternative Supplier,3,8,42,0,39.8
Labor Strike,Pharmaceuticals,2,North America,Small,1,1,10.5,337942.48,Alternative Supplier,1,10,29,0,10.5
Cyber Attack,Aerospace,1,Europe,Small,1,4,49.5,1003490.22,Alternative Supplier,5,16,70,1,198.0
Labor Strike,Automotive,1,Europe,Medium,0,2,32.6,1004046.37,Customer Delay,1,23,78,1,65.2
Factory Incident,Pharmaceuticals,3,Asia-Pacific,Medium,0,1,16.3,772703.74,Production Reroute,19,6,29,0,16.3
Port Congestion,Electronics,3,South America,Large,1,2,21.1,3076057.98,Alternative Supplier,1,22,51,0,42.2
Labor Strike,Automotive,3,North America,Small,1,3,37.5,1171404.9,Alternative Supplier,1,16,48,0,112.5
Labor Strike,Automotive,3,North America,Large,1,3,18.1,4178559.22,Alternative Supplier,8,29,60,0,54.300000000000004
Cyber Attack,Consumer Goods,1,Asia-Pacific,Medium,1,3,53.6,238869.29,Alternative Supplier,1,39,50,1,160.8
Factory Incident,Automotive,3,Asia-Pacific,Medium,0,1,10.1,758578.25,Production Reroute,1,28,33,1,10.1
Cyber Attack,Pharmaceuticals,1,North America,Medium,1,3,30.8,947826.6,Inventory Buffer,9,8,94,0,92.4
Cyber Attack,Automotive,2,Asia-Pacific,Small,1,4,36.7,465159.2,Alternative Supplier,1,88,138,0,146.8
Geopolitical,Electronics,3,South America,Medium,1,1,20.5,556494.27,Alternative Supplier,1,24,30,0,20.5
Natural Disaster,Consumer Goods,4,North America,Medium,1,4,38.9,738345.25,Alternative Supplier,5,14,44,0,155.6
Natural Disaster,Electronics,1,Asia-Pacific,Large,1,3,53.3,1969496.5,Alternative Supplier,4,17,72,0,159.89999999999998
Natural Disaster,Consumer Goods,1,North America,Small,0,4,64.0,48317.01,Production Reroute,1,6,61,1,256.0
Natural Disaster,Electronics,1,Europe,Large,1,2,35.6,4730950.84,Alternative Supplier,4,49,96,1,71.2
Port Congestion,Automotive,3,Africa/Middle East,Small,0,2,29.0,314695.47,Production Reroute,2,46,122,0,58.0
Natural Disaster,Consumer Goods,2,Asia-Pacific,Large,1,3,51.9,3392104.26,Alternative Supplier,2,58,105,0,155.7
Geopolitical,Electronics,2,Asia-Pacific,Large,1,2,5.2,1097670.72,Alternative Supplier,1,44,66,1,10.4
Port Congestion,Consumer Goods,4,Europe,Small,1,1,7.5,46949.11,Alternative Supplier,7,3,17,0,7.5
Natural Disaster,Automotive,2,Europe,Medium,1,3,32.2,3219006.59,Inventory Buffer,4,54,174,0,96.60000000000001
Port Congestion,Pharmaceuticals,3,Asia-Pacific,Large,1,2,10.5,1280651.31,Alternative Supplier,1,36,78,1,21.0
Geopolitical,Automotive,4,Asia-Pacific,Large,1,2,16.0,5072798.25,Alternative Supplier,1,4,26,0,32.0
Natural Disaster,Automotive,2,Asia-Pacific,Large,1,4,63.2,16743217.91,Alternative Supplier,9,27,148,1,252.8
Port Congestion,Aerospace,4,Europe,Large,1,2,36.0,12016744.97,Customer Delay,1,35,40,0,72.0
Port Congestion,Automotive,3,North America,Medium,1,3,37.4,3333912.67,Alternative Supplier,7,93,126,1,112.19999999999999
Cyber Attack,Pharmaceuticals,4,Asia-Pacific,Small,0,2,27.6,283827.09,Production Reroute,4,3,12,0,55.2
Port Congestion,Automotive,2,North America,Medium,1,1,26.1,722940.77,Alternative Supplier,1,10,23,0,26.1
Port Congestion,Pharmaceuticals,1,Asia-Pacific,Medium,1,1,15.1,2364502.92,Alternative Supplier,6,3,10,0,15.1
Geopolitical,Automotive,1,North America,Small,0,4,54.8,404378.02,Combined Strategy,2,36,49,0,219.2
Geopolitical,Consumer Goods,3,Europe,Medium,0,3,31.0,560791.63,Combined Strategy,9,47,112,1,93.0
Port Congestion,Electronics,3,North America,Large,1,2,17.5,4296883.09,Customer Delay,5,46,60,0,35.0
Port Congestion,Electronics,2,North America,Medium,0,2,26.7,674248.56,Inventory Buffer,5,27,44,0,53.4
Cyber Attack,Electronics,1,Asia-Pacific,Medium,1,3,54.3,2890145.46,Alternative Supplier,5,3,168,0,162.89999999999998
Factory Incident,Automotive,3,North America,Medium,0,4,31.5,2643294.84,Combined Strategy,1,27,139,0,126.0
Factory Incident,Electronics,2,North America,Medium,1,3,38.3,1964940.5,Inventory Buffer,1,14,43,0,114.89999999999999
Port Congestion,Electronics,1,Europe,Medium,1,3,61.9,907277.91,Inventory Buffer,1,57,86,0,185.7
Factory Incident,Electronics,2,Asia-Pacific,Medium,1,3,35.8,446858.68,Production Reroute,5,69,133,0,107.39999999999999
Cyber Attack,Pharmaceuticals,1,Europe,Medium,1,4,61.5,3837758.01,Alternative Supplier,1,69,142,1,246.0
Cyber Attack,Automotive,1,Europe,Small,0,4,42.5,1369529.3,Combined Strategy,1,42,212,0,170.0
Factory Incident,Electronics,1,North America,Medium,1,1,13.2,679674.71,Production Reroute,1,11,21,0,13.2
Port Congestion,Pharmaceuticals,1,Asia-Pacific,Large,1,2,21.5,10182496.14,Alternative Supplier,1,25,93,0,43.0
Port Congestion,Electronics,1,Europe,Medium,0,1,17.6,393360.72,Customer Delay,9,24,31,1,17.6
Natural Disaster,Automotive,1,Europe,Large,1,2,38.5,3250600.67,Alternative Supplier,1,12,46,0,77.0
Cyber Attack,Pharmaceuticals,2,Africa/Middle East,Large,1,2,45.1,18266663.16,Alternative Supplier,1,34,113,0,90.2
Labor Strike,Consumer Goods,1,North America,Medium,0,1,28.3,1417129.17,Inventory Buffer,1,10,22,0,28.3
Port Congestion,Consumer Goods,1,Europe,Large,1,1,1.0,103037.41,Production Reroute,5,9,22,0,1.0
Geopolitical,Electronics,1,South America,Medium,0,5,63.0,1328430.41,Combined Strategy,6,58,155,0,315.0
Cyber Attack,Automotive,2,Europe,Large,0,3,39.6,2652572.07,Inventory Buffer,1,90,111,1,118.80000000000001
Factory Incident,Aerospace,4,North America,Medium,1,2,34.4,14777850.0,Alternative Supplier,2,45,59,0,68.8
Natural Disaster,Pharmaceuticals,1,Europe,Large,1,1,1.0,148708.85,Alternative Supplier,2,27,47,0,1.0
Cyber Attack,Aerospace,3,Asia-Pacific,Small,1,3,28.5,3418953.53,Alternative Supplier,4,27,46,0,85.5
Natural Disaster,Automotive,3,Africa/Middle East,Large,1,4,58.3,4910746.94,Combined Strategy,6,32,56,0,233.2
Geopolitical,Pharmaceuticals,2,Europe,Medium,0,3,26.9,1882232.95,Inventory Buffer,14,10,137,0,80.69999999999999
Cyber Attack,Automotive,4,Asia-Pacific,Large,1,2,1.0,48604.62,Alternative Supplier,2,26,64,0,2.0
Cyber Attack,Consumer Goods,1,South America,Large,0,2,27.5,2051020.65,Combined Strategy,12,19,65,0,55.0
Labor Strike,Electronics,1,North America,Small,0,1,17.1,164191.39,Customer Delay,1,16,44,1,17.1
Port Congestion,Electronics,3,Asia-Pacific,Small,1,2,12.7,122113.39,Production Reroute,2,70,105,0,25.4
Factory Incident,Aerospace,1,Asia-Pacific,Medium,0,1,14.7,2088005.47,Production Reroute,9,5,32,0,14.7
Geopolitical,Electronics,3,Asia-Pacific,Medium,0,3,33.3,966426.5,Customer Delay,8,65,89,0,99.89999999999999
Geopolitical,Pharmaceuticals,4,North America,Small,0,3,1.0,10000.0,Customer Delay,1,22,31,1,3.0
Port Congestion,Automotive,1,Asia-Pacific,Large,1,2,24.8,8253265.87,Production Reroute,1,3,17,0,49.6
Port Congestion,Electronics,3,Asia-Pacific,Large,0,4,29.3,16179342.37,Customer Delay,32,38,139,1,117.2
Port Congestion,Automotive,2,Asia-Pacific,Small,0,1,35.7,1475518.06,Production Reroute,1,10,29,0,35.7
Port Congestion,Automotive,1,Asia-Pacific,Large,1,2,29.9,4212009.17,Alternative Supplier,1,23,42,0,59.8
Natural Disaster,Pharmaceuticals,1,Europe,Medium,0,4,45.8,2719061.99,Combined Strategy,7,25,68,1,183.2
Labor Strike,Electronics,3,Asia-Pacific,Medium,1,1,1.9,35985.38,Alternative Supplier,6,12,21,0,1.9
Natural Disaster,Electronics,3,Europe,Large,1,3,24.8,1714678.91,Alternative Supplier,1,17,29,0,74.4
Labor Strike,Consumer Goods,3,Europe,Medium,1,4,51.5,1309387.78,Combined Strategy,5,26,139,0,206.0
Factory Incident,Electronics,2,Europe,Medium,1,2,21.7,739147.55,Alternative Supplier,1,27,58,0,43.4
Cyber Attack,Electronics,2,Asia-Pacific,Medium,1,1,2.9,13992.53,Alternative Supplier,6,12,26,1,2.9
